_id,titulo,anio_salida,autor,id_imagen_portada,genero,numero_pista
btsp_001,No More Dream,2022,BTS,bts_proof.jpg,K-Pop,1
btsp_002,Born Singer,2022,BTS,bts_proof.jpg,K-Pop,2
btsp_003,I NEED U,2022,BTS,bts_proof.jpg,K-Pop,3
btsp_004,Quotation Mark,2022,BTS,bts_proof.jpg,K-Pop,4
btsp_005,Jump (Demo Ver.),2022,BTS,bts_proof.jpg,K-Pop,5
