_id,titulo,anio_salida,autor,id_imagen_portada,genero,numero_pista
mjt_001,Billie Jean,1982,Michael Jackson,michael_jackson_thriller.jpg,Pop/R&B,1
mjt_002,Thriller,1982,Michael Jackson,michael_jackson_thriller.jpg,Pop/R&B,2
mjt_005,The Lady in My Life,1982,Michael Jackson,michael_jackson_thriller.jpg,Pop/R&B,5
